"0","XX","","5","1","1","on 4 February 2016","ANONYMOUS","Great Router !!!","I had ordered on 1-2-2016 and received it on 3-2-2016. The packing with Airplus packs surrounding  the item is good for protection of the item. The router's performance is awesome. It is working in every corner of my 2 Bed room apartment. The installation of the software by the CD provided with the product, is very easy. Damn good product. Cheers to Amazon for their quick delivery and good packing."
"1","XX","","5","0","0","on 24 February 2016","ANONYMOUS","Fantabulous Router.... Just no words.......","The router TL-WR841N from TP-Link is just an awesome piece of technology at cheapest rate one can imagine. There are a no. of 300N Wifi routers but compared to the price and reliability it is a winner. I've been using it for the past 3 months and the following are my findings about the router:<br /><br />Pros:-<br />- Good looking & compact router.<br />- Super easy to set up.<br />- Web based utility does a good job in controlling the router.<br />- All required instructions for easy setup are provided.<br />- The Stock firmware has a lot to offer.<br />- DD WRT firmware support (Just Google 'DD WRT' for details). However, I was unable to use the feature as DD WRT firmware for V9 is not available. Also it voids warranty.<br />- Physical Power AND Wi-Fi switch present. Which means you can switch off your WIFI alone while letting the router run and manage physical LAN connection.<br />- 4 LAN ports present.<br />- It can also be used as range extender.<br />- Has 2 non-detachable antennas for boosting Wi-Fi. I've installed the router in 1st floor and get 1-2 bars in ground & 2nd floor and just outside on the road. Also my tab shows 1 bar while on the roof top of my 3 storey building. So, its coverage is good to average. Data/Internet speed has little effect on the available no. of bars.<br />- It can share loads of data via Wi-Fi & LAN network. I had successfully converted my tab into Wi-Fi virtual keyboard, mouse & gamepad/joystick.<br />- Wall mounting can also be done.<br />- 3 Years Replacement Warrenty.<br /><br />Cons:-<br />-Well as such no serious problems have been faced till date. My only concern is its white colour which looks great but is likely to get dirty sooner or later.<br />- Unnecessary heating problem can be avoided by installing it in an open space.<br /><br />Overall it is the cheapest router available in the market at present with loads of feature on offer. It is highly recommended for those who want cheap router with reliability, security & loads of features.<br /><br />UPDATE (1/11/15) :-<br />The router has been working flawlessly for a year and a half now. However, I had to go for replacement twice due to no fault of mine but Act of GOD. The service of TP-Link is great. They replaced my router after testing then and there with no question asked. Though I had to carry it to there service center. Also, I can see the price has come down to half (by '600-'700). Hope this update will help in further decision making."
"2","XX","","4","0","0","on 23 February 2016","ANONYMOUS","3Dbi antenna causing small wifi range as well as fluctuating signal","I am always a fan of TP-Link and this time I bought this TL-WR841N Router for one of my friend who wanted access his Cable Broadband as WiFi. Configuration was really hassle free as always.<br /><br />Though after installing, I was a little bit disappointed with the WiFi range. While I am using two TP-Link Modem cum Routers on my two storied home and some of my friends also use this router but they get a very good range but especially this router lacks a good wifi range. I thought this TP-Link comes with 5 DBi Dual Antenna  but what I saw, I think particularly this one maybe came with 3 DBi dual Antenna...And the Wi-Fi signal is fluctuating too much within the same floor and farthest corner is missing signal too. While my TP-Link router covers the whole ground floor as well as there a low but still some sort of range remains available.<br /><br />So somehow, the 3DBi antenna is causing a good range of Wifi and in my opinion, this is really a very good limitation of this Router which I didn't like this time."
"3","XX","","5","0","0","on 9 January 2016","ANONYMOUS","Kudos to Amazon for delivering this awesome product way ahead of time","Kudos to Amazon for delivering this awesome product way ahead of time.<br /><br />I just love this device. I won't hesitate to say that I'm huge fan of Netgear and I actually considered buying either Netgear JWNR2010 or CISCO Linksys E900 router. But then I stumbled upon the customers review page and saw that this device has top rating and is a best seller.<br /><br />I never regretted purchasing this device. I was upgrading to this router from NetGear WRN 612 N150 (Good device in N150 class).<br /><br />The older device gave me good signals only in middle of my house but this beast gives me full strength signals till every nook and corner of my house. WiFi signal is soo strong that my friend whose house is 4th floor (I stay in 2nd floor) asked me for my WiFi password. When enquired he says that he is seeing my WiFi SSID with Good strength (my previous router used to say Fair strength when connected from my bedroom :p ).<br /><br />Verdict: THIS IS THE BEST N300 DEVICE IN THIS PRICE RANGE."
"4","XX","","4","0","0","on 5 January 2016","ANONYMOUS","A Review for the Layman","The price I bought it at was Rs.895. It's a great router, the set up is easy so any layman can do it, not that I am one when it comes to tech.<br />There are no signal drops & the wired connection is fast. I have a home network for which it works perfectly, this means I can view movies that are on my PC from another PC connected to the home network [streaming from 1 PC to another or multiple PC's visa-versa] and this is all over the WiFi not wired. There is no buffering involved, for people who don't understand this, the movie files would play just as if it was on your computer but it is not. The WiFi connection is good & it has good range even with obstacles in between, I am saying this having placed this router in one of the worst places in the house, where it is currently.<br /><br />Review is based on Price related to -<br />Build Quality - 95%<br />WiFi Signal Quality/Range - 95%<br />Connection Speed Wired/WiFi - 95%<br />I give it 4 stars because there is always something better.<br /><br />I also game on the Xbox One & 360, so for gaming this router is good as well, but as always the internet is pathetic in this country [India], so unless you have a corporate connection, you will have to deal with the drawbacks of a personal home connection, mine being Airtel broadband. I don't blame Airtel nor do i have a cheap connection to Airtel."
"5","XX","","4","0","0","on 24 November 2015","ANONYMOUS","Good product but the services could be improved.","No doubt, it is an excellent, top rated product. There are lots and lots of reviews and I found them correct mostly. Although there are rarely some signal drops, it works fine most of the time. In my 2 BHK house, it works perfect when I am near the router and it performs fairly well in balconies or extreme corners.<br /><br />But the 3 rating is for the minor glitches I faced for the order. For the first time, I wanted to get the order through COD with express delivery. Although I was prepared with cash, the delivery guy had a machine for swiping debit card, felt glad. But sadly, that didn't work due to some issues. Please fix that if possible.<br /><br />Also, after placing the order I had to change the contact number for getting calls from delivery guy as my old number (which is given in my profile) was suddenly not getting proper signals in my office. So, I tried to contact them on a Friday night and they picked up the call, noted down the new number & informed me that the delivery boys would call me up on my new number. But sadly, I was contacted on my old number and miraculously it was having weak network coverage so I could at least receive the call. Previously I have had pleasant experience for each and every order while shopping with Amazon, and I would love it if these problems are sorted out in future."
"6","XX","","5","0","0","on 16 November 2015","ANONYMOUS","You best cheap WiFi solution","Probably the best 300mbps router you can find in this price bracket.<br />Range: don't expect double the coverage compared to 150mbps single antenna routers but definitely better,  If you're having trouble with signal quality with your old 150mbps router at one room at the other corner of your house this could be a cheap solution.<br /><br />Repeater function : It supports repeater function out of the box through WDS bridging, although TP Links states WDS bridging between routers of different make may not be possible i got it done with my Asus DSL N10E. Another method  to use it as a repeater is to flash DD-WRT firmware which is available nd it also unlocks a vareity of other features but remember it voids warranty.<br />(note: WDS bridging limits bandwidth of router according to base router's so if its bridged with 150mbps router you get only that)<br /><br />UI : simple UI with standard options and features that you could find in any router in the range, and TP link provides an android app -  TP Link tether -  which enables basic control of router from android device like managing connected clients.<br /><br />The one thing i could complain is its white color, which looks actually good now but since routers are bound to be spending most of its life in a corner or on walls and eating dust the white would soon turn into something else."
"7","XX","","5","0","0","on 14 November 2015","ANONYMOUS","My views on TP-Link TL-WR841N router","Since this is the first time I was using a router of my own, I was a little worried as to how manageable will it be for me wrt the weight (I travel), wires etc.I was happy to see that this device is light and easy to configure. The instruction manual was pretty easy to follow. I set up my PPOE connection (with a little help from my service provider to reset mac) by myself. Other operations like setting up password and configuring LAN was easy. Within no time, my wifi is up and running. The speed and coverage that I am getting (if placed on a suitable place) is pretty good. The area of 750 sq feet is covered by this device pretty well. I did notice some network drop for few seconds which needed a web page refresh but its probably my network, cant be sure. Its only been few hours this is up and running. I am eager to test it for a complete day's utilization. I hope it will do good. So far so good.<br />Thanks to the manufacturer, Amazon and every team associated with this request of mine, for this product. Good luck."
"8","XX","","4","0","0","on 9 November 2015","ANONYMOUS","I figured out that at least 2 antennas are needed for better coverage (more the antennas","I was looking for a router which can provide decent connectivity on at least 2 floors in a budget price. I figured out that at least 2 antennas are needed for better coverage (more the antennas, better the coverage). After reading the positive comments on this device I ordered one and till now the experience is good. I have been using it for the last one month and satisfied with the product as it solved my needs. My house is 1100 sq ft and I have placed it in the middle of the house on the wall. The connectivity on the ground floor is excellent and good on the room just above it on the 1st floor. However, the signals are week as we more further on the 2nd floor to other rooms. I can easily make skype calls from the ground and 1st floor without any lag but I get very weak signals on the 2nd floor and no signals on terrace.<br />Till date there is no requirement for the router to be restart and I have enjoyed hassle free connectivity. However, I could not connect/ configure the router very easily by following the  instructions  and had to call my service provider to connect to internet.<br />Overall a good buy from Amazon.."
"9","XX","","5","0","0","on 8 November 2015","ANONYMOUS","... obvious reasons and it rendered by DLINK ADSL+ router useless so I was in look for a router which ...","I moved from BSNL to ACT for obvious reasons and it rendered by DLINK ADSL+ router useless so I was in look for a router which can work with ACT. I was looking at different routers and personally I am a fan of Dlink for their quality products and i was using them for years then suddenly came across this one and started reading the comments posted by others and within few minutes made my mind up to buy this one.<br /><br />Was delivered in less than 2 days, opened box and found router, power adapter, a lan cable and guide. Connected this with power source and then turned on the router within 20 seconds i was able to see this on my mobile, configured it which took another minute and voila it was working. Connected my 2 phones and 2 pc wirelessly and it was working flawlessly on all. Signal strenth is very good even across the walls in a room which is located around 100 ft away from where i placed the router. 3 months and not a single issue of drop or whatsoever so far. Happy that i made decision to buy this one."
