"0","XX","","4","1","1","on 14 September 2015","ANONYMOUS","scroll button defective every thing else alright","Product is very good<br />But the scroll button is a little bit shaky and makes a knocking noise which is very disappointing and irritating<br />I think its due to a manufacturer defect<br />Else everything is alright"
"1","XX","","5","1","1","on 10 June 2014","ANONYMOUS","Best mouse at affordable price","To be honest I was sceptical before ordering it looking at the price. But when I received it (with best packaging) I was amazed to see it was a good quality mouse.<br /><br />Using since 7 months and had no issues."
"2","XX","","4","0","0","on 13 June 2015","ANONYMOUS","A Good product. Comfortable to use","My Mouse died 2 days back. He was my companion at home for the past 7 months. I am writing this review as his memorial and a way to thank him for his valuable service.<br />A Good product. Comfortable to use, feels solid. One I purchased stopped functioning in just 7 months, that doesn't mean this product is not durable, the main reason is it fell so many times from my hand, from table and sometime I got over excited while playing online games.<br /><br />Coincidently, we have the same mouse in our office and we are using these for almost 2 years now, still works. So if you are not a rough user like mine, it may last for years."
"3","XX","","4","0","0","on 20 June 2014","ANONYMOUS","Great product in terms of quality and ergonomics.","I have been using this mouse for the past one month and it is a very well designed product.<br /><br />As far as quality is concerned, it is anytime better than the other similar products that I have used in the past.  The keys have a good feel, the overall size is neither too small nor too large and that shape is designed so that it comfortably supports your palm.  The operation is also very smooth and there are no issues so far.  I have been using this with CAD applications wherein I am continuously making use of it an owing to its ergonomics, it has improved the ease of operation.<br /><br />Definitely recommended!"
"4","XX","","4","1","1","on 7 June 2014","ANONYMOUS","good... as aspected","Hi, Friends<br /><br />I bought this item from this site. It is good, It works well and it is genuine.<br />It gives nice feeling to use it. I got it on very cheaper rate.<br /><br />Regards,<br />Munesh K"
"5","XX","","5","0","0","on 3 December 2013","ANONYMOUS","Very Nice Mouse for its Price","Ergonomic<br />Works well with Windows & Linux (Ubuntu)<br />Light with matte finish<br />Seamless right on top<br />Got the Dell mouse I had ordered several days before the estimated date of delivery.<br /><br />Why its great value is because the price was very competitive & I found better value than S.P. Road shops in Bangalore that are known for good prices.<br /><br />The offer for free shipping saved me an amount of Rs. 49 making the deal even sweeter. Amazon Transportation Services is not only quick but quite polite giving updates on the web & mobile.<br /><br />Definitely recommend it."
"6","XX","","5","1","1","on 14 June 2014","ANONYMOUS","Considering the cost it is good enough","Bought this mouse from amazon.in and using for the last 1 month and i am completely satisfied with the performance of mouse and also good service from amazon as well..<br />Friends go for it....."
"7","XX","","5","0","0","on 27 January 2014","ANONYMOUS","This DELL mouse is too good","I am using this mouse at work which came with my office laptop. It's been two years, and this mouse buttons and the scroll are working excellent. It is handy, easy to use and just good for my day to day browsing and work. I needed a mouse at home where the wireless mouses are failing every one year and eating batteries. Since it is a permanent fixture to the USB hub at home, I decided to buy this mouse, and happy to have the same feel at home.<br /><br />I strongly recommend this product. Amazon's service is prompt in delivery. And the best price compared all other vendors."
"8","XX","","4","0","0","on 11 November 2015","ANONYMOUS","Compromises but Great at this price range","Pros:<br />1. Clean design with no screws + lightweight.<br />2. Plug n Play i.e. your OS detects automatically. Online driver download/ manual installation not required.<br />3. Left & Right buttons with entire palm surface is made a bit rough providing better grip + Scrolling is quiet while L/R buttons are clicky.<br />4. Size fits for most unless you are a giant.<br /><br />Cons:<br />1. Scroll button wobbles a bit. Not an issue if you are careful.<br />2. Not for hardcore gamers/ users who mashes buttons a lot.<br />3. Plastic feels cheap."
"9","XX","","5","0","0","on 16 December 2013","ANONYMOUS","Perfect Purchase","This was my first purchase on Amazon,previously I have done shopping on Flipkart.So,I just thought to give it a try to amazon as it is the biggest online retailer in US.<br />  Now about the product,the Dell MS111 mouse is very comfortable and fits into hands easily.It is a optical mouse with scroll wheel,left,right click and has a USB interface.The product was delivered within a day and in a good condition.Overall I am very happy with the product and also with purchase from Amazon...Looking forward to some more shopping from Amazon...:-)"
"10","XX","","4","0","0","on 21 June 2014","ANONYMOUS","Good response but clicks are too loud","The product was available at an awesome bargain on Amazon. Was fully satisfied with the product. The bottom doesn't get rough or gathers dust easily. But the con's were driver installation takes longer than normal and the clicks are too loud. Might get time to get used to it, if ure a user who wants silent clicks."
"11","XX","","5","0","0","on 6 July 2015","ANONYMOUS","... started having a filling that dell mouse are much better then any other","i don't know but i started having a filling that dell mouse are much better then any other,<br />since the era of optical mouse has began, this mouse last at most for 15 months, i just have a habit of  trying new product every time and i come across this one & seriously Dell MS111 as last for more then 2 years"
"12","XX","","5","0","0","on 22 July 2015","ANONYMOUS","Great low budget mouse from Dell","If you're looking for any low budget plus perfect branded mouse than go for Dell MS111 works perfect with both desktop and laptop too:) Very durable and wires and plastic material used are ossom. Looks premium dont u get any cheap feeling after buying this, perfect value for money I hav 3 mouse like this:)"
"13","XX","","5","0","0","on 24 May 2014","ANONYMOUS","Affordable Branded Mouse_ Great product from Dell","This mouse is awesome.<br /><br />Have been using it for few days..haven't had any difficulty..<br />Also comes with 1 yr Dell warranty so complete satisfaction.<br /><br />At this price point it is a tough competition to Microsoft and Logitech.!!<br /><br />Thumbs up to Dell for providing this product!!"
"14","XX","","5","0","0","on 17 October 2015","ANONYMOUS","Cheap Price doesn't mean low quality. :)","Cheap price tag doesn't mean that you're going to get a low quality product. The mouse feels sturdy and good to hold in hands. The clicks don't sound that much. Don't know why people are complaining about that. The mouse looks good and it'll never let you down with its awesome performance. Go for it."
"15","XX","","5","0","0","on 6 August 2015","ANONYMOUS","Cheap Price doesn't mean low quality. :)","Cheap price tag doesn't mean that you're going to get a low quality product. The mouse feels sturdy and good to hold in hands. The clicks don't sound that much. Don't know why people are complaining about that. The mouse looks good and it'll never let you down with its awesome performance. Go for it."
"16","XX","","5","0","0","on 19 January 2014","ANONYMOUS","good one for less cost","dell is a standard product<br /><br />since almost many entry level mouse have the same cost, its a smart move to pic this one over the others.<br />dell mouse offers you good amount of warranty<br /><br />its comfortable to use it<br />the response is very good<br /><br />just have to go for it"
"17","XX","","4","0","0","on 1 October 2015","ANONYMOUS","Overall a good mouse from Dell at a reasonably cheap price","The mouse is light, durable and smooth. Good for using softwares like Photoshop where one might one want to use the mouse for a prolonged time duration. It has a good grip. Just a certain sound it creates while clicking but its acceptable. Great product from Dell at a reasonably cheap price."
"18","XX","","4","0","0","on 11 February 2016","ANONYMOUS","Nice simple mouse","Nice simple mouse, completely fits into my grip.<br /><br />Delivery: delivered five days after the order.<br />Looks: simple and black, better than those shiny ones which hurt your eye.<br /><br />Overall, I'm fairly satisfied with the product and it fits really well with my Dell keyboard."
"19","XX","","4","0","0","on 2 December 2013","ANONYMOUS","decent product","the most has a clean functional look, and the performance so far is gud.. only suggestion it would be good to mention length of the cord as a specification since many of us buy it to use with laptops.. and then this mouse kind of becomes difficult to manage since it has a very long cord."
"20","XX","","4","1","1","on 15 June 2014","ANONYMOUS","good performance","Hi I have brought this a month back.The performance is very good.value for money.a decent product in this price range."
"21","XX","","5","1","1","on 14 June 2014","ANONYMOUS","good product. from dell!","price went slightly down after i purchased, but the product is good, as this is the original dell mouse ( i think)"
"22","XX","","5","0","0","on 19 August 2015","ANONYMOUS","Very good at what a mouse is supposed to do and ...","Been using this mouse for a while and just replaced the old one with a new one. Very good at what a mouse is supposed to do and no complication with 5 buttons and stuff. Good fit in the hand and a great day to day product.<br /><br />The seller delivered the product on said time but used India post so was a bit nervous about that but arrived soon and in good condition."
"23","XX","","5","1","1","on 11 June 2014","ANONYMOUS","nice","This product is Very good for the price given to it. 100% satisfied with this product.I recommend this to all."
"24","XX","","5","1","1","on 14 June 2014","ANONYMOUS","Best At Low Price...","Good quality ,, tough , durable, ,, long wire ,,,  cheap,,, sober ,, and comfortable to use .... go for it!!"
"25","XX","","5","0","0","on 20 August 2015","ANONYMOUS","Better than Amkette Wave","I was in need of a mouse urgently, so I got an Amkette Wave mouse for Rs. 250 from a shop nearby which has got a very bad quality scroll button that goes up when scrolled down and vice versa.  Luckily, I got this Dell MS111 Optical USB mouse from Amazon for only Rs.200.  I have been using it now for over a month and it is working smoothly without any problem."
"26","XX","","4","0","0","on 5 December 2013","ANONYMOUS","Nice mouse, I like it","This one is very nice product for daily use. On every scale like brand, comfortability, look etc, I have find satisfactory result of this product. This mouse is very nice and easy to handle this one. Also it is under warranty and we can easily believe on Dell service.<br />If anyone wants wired mouse at cheapest rate and quality product, can go for this one."
"27","XX","","4","0","0","on 15 December 2013","ANONYMOUS","Good","This is a good product to use.Still working good.But sometimes it tooks long time to come in working condition after connected with my laptop.Also Amazon need to deliver the item much more before then they actually did.Delivery time should be less so that customer will attract to buy product from Amazon more and more.I will also recommend others to buy it."
"28","XX","","5","0","0","on 20 May 2015","ANONYMOUS","Excellent Product.","Dell MS111 Optical USB Mouse is a very nice product. I got it for Rs 199 and i am totally satisfied with this mouse. It is quiet large in size due to which i get a good hold over it and the scrolling wheel is also very smooth. The cable is also of very good length. This product is excellent in this price range. So dnt think more......Just go for it...."
"29","XX","","5","1","1","on 18 March 2014","ANONYMOUS","Just as described","This is a good mouse for the price.feels good in hand.<br />And I have to fill nine more words for review"
"30","XX","","5","1","1","on 13 June 2014","ANONYMOUS","superb","smooth and awesome for dell laptop. Quit cheap. I recomend all of you to use this for your dell laptops."
"31","XX","","5","0","0","on 26 October 2015","ANONYMOUS","Amazing bang for the buck","Based on about 5 days of use, its a good mouse. Works well on wooden surfaces as well as a mouse pad. I like the size and ergonomics specifically because it does not bulge a lot in between allowing you to operate with almost flat palms. I also simultaneously purchased a Logitech mouse...but this is better as well as cheaper by almost Rs. 70/-."
"32","XX","","4","0","0","on 11 February 2014","ANONYMOUS","Decent mouse to get the job done","'The delivery was fast infact 2 days before the estimated arrival. The buttons are a bit noisy but that doesn't causes too much of a distraction. The specs on the delivered product says, weight:90g (with cable) but here on Amazon it says as 59g. Other than these minor issues it is a cheap and decently performing mouse from a reputed company.'"
"33","XX","","5","0","0","on 20 November 2015","ANONYMOUS","Excellent build quality and very sturdy. Best wired mouse at this price","This is the best mouse I find in this price range from a good company like dell. The build quality is very good and it is strong and sturdy. It's do not damage even after rough use. The wire length is good, the scroll button gets defected  and do not work after nearly a year but, I buy it again and again ... As there is no better choice"
"34","XX","","4","0","0","on 2 December 2013","ANONYMOUS","Good Product At Reasonable Price","First of all thanx to Amazon for delivering product on time and with good packaging..<br />Now Coming to the mouse, mouse is quite good as this price range and it is from DELL. it feels premium as well. i have given 4 rating because it is little bigger for me otherwise i had give 5.. So i recommend to you for go fot it!! Happy Buying!!!"
"35","XX","","5","1","1","on 31 May 2014","ANONYMOUS","best product","nice one nd i like it. i want to thank amazon.in for nice service. Thank you very much amazon ."
"36","XX","","5","4","5","on 19 June 2014","ANONYMOUS","Very nice Product","This is amazing product, by  price ,I am very satisfied by getting this product, Rough and tough,comfortable to use,excellence performance"
