"0","XX","","5","166","177","on 1 July 2015","ANONYMOUS","Best portable 2TB HDD","The best 2TB portable hard disk. The silver colour looks so good as compared to the black one (looks like brushed silver, see pics). Don't have the blue/red one, will update the review when I receive it. The size of the drive is small and thin as compared to others available in the market. Available space is 1.81TB. I have been using it since past few months and haven't found anything bad with it or something worth complaining about. Registering the product online on seagate website is easy and quick."
"1","XX","","5","42","49","on 10 June 2014","ANONYMOUS","Excellent hard drive","The finish of the drive is superb and very compact, seagate is one of the best manufacturers of external hard drives and they have proved it yet again with this company powerhouse. True value for money."
"2","XX","","5","134","158","on 7 June 2014","ANONYMOUS","Really Slim!!!","I shopped from amazon first time. I ordered this product on 2 june, 2014. It was expected to reach me by 6 june. But due to some delay (package arriving at wrong courier facility), i received it on 7 june morning. Amazon customer service was excellent and very helpful and they tried their best to make this delivery fast. 5*'s for amazon.<br />Now returning to product. I received it in excellent packaging surrounded by airbags. This product has 3 years limited warranty.<br />It's shell is mettalic. Also, its very slim and portable. Easily slides into the pocket. The cable provided with it is of average length. While copying it gives better speed than its competition (both on 2.0 and 3.0). Its only drawback is that it doesn't work with old os like win 98, xp, etc. But i think everyone is using win 7 or 8 these days so it should not trouble anyone. Actual space provided is 931 GB. A seagate dashboard software is included using which u can backup some select folders or ur entire pc. It also powers the user to backup the data on their smartphones. A separate app is available on Play store for android and app store for ios.<br />I highly recommend this product to everyone who is in need of a 1 TB external hard drive."
"3","XX","","5","17","20","on 26 October 2015","ANONYMOUS","▄▀▄▀█▓▒░ ★ REAL "SLIM" HDD AVAILABLE TODAY ★ ░▒▓█▀▄▀▄","# Sizing:<br />Compared to WD My Passport Ultra 2TB Portable, Seagate is very slim. If we stack 2 Seagate Slim Plus, that much thicker is the WD My Passport Ultra 2TB Portable (NOT WD 1TB model).<br />Compared to an iPhone 5 size, the Seagate drive is a little bit thicker (2-3mm), shorter length wise (1cm) and wider width wise (2cm).<br /><br /># Connectivity:<br />This drive uses a standard blue USB 3.0 cable (included) that is backwards compatible to USB 2.0 meaning that you can plug it into any Mac or PC.<br />And the cable is not much flexible like WD HDD. But it feels premium quality than WD.<br /><br /># Speed:<br />This is result when I compared with Seagate Backup Plus Slim 2TB, WD Elements 1TB Portable (WDBPCK0010BBK-EESN) & WD My Passport Ultra 1TB Portable.<br />(See the attached picture or use link below)<br />http://s11.postimg.org/mvduokuir/Untitled_13.jpg<br /><br /># MAC Compatibility:<br />There is a Free Paragon NTFS driver on Seagate website. You can run any NTFS storage peripherals when you install this driver.<br /><br /># Free bundled software:<br />The drive includes helpful backup software and a free two-year 200GB subscription to Microsoft OneDrive online storage.<br /><br /># Dislikes:<br />There are NO rubber grip pads under the HDD case. So, it is easy to slip from table/desk & doesn't reduce vibrations (HDD don't have any vibration or noise now).<br />NO rubber pads on 4 corners inside the case of HDD. So, doesn't survive small drops.<br /><br /># Compared to WD:<br />If u want 2TB HDD & exactly what the word &#34;SLIM&#34; means, go for Seagate. For rough use & don't care about slim size, always go for WD.<br />All WD HDD have rubber pads on 4 corners inside the case & rubber grips under the HDD case. It will help to survive small drops & hits, reduce slip from table/desk & reduce vibrations.<br /><br /># WARNING:<br />Remember, this is a electronic product. We can't predict for how many days these HDD will work. Usually, when we get these things we will use very carefully for about 2-3 months, afterwards we use roughly. If you are a rough user & always plug this on computer & share this HDD with friends, most of these won't survive very long even if they belong to the best company in portable HDD or best reviewed one. I suggest, for more secure your data, always upload your important data on one or two reputed Cloud Drives (GoogleDrive, Dropbox, iCloud).<br /><br />  **Please use the Like button if you like this review**"
"4","XX","","5","12","13","on 10 November 2014","ANONYMOUS","Five Stars","photos"
"5","XX","","4","1","1","on 9 December 2015","ANONYMOUS","Yes! A better option among its competitor in this range.","An addition to already existing good reviews which helped me to buy this hard disk.<br /><br />1. My laptop has USB 2.0 port and this drive works absolutely fine with good speed.<br />2. I did not buy the case, instead wrapped the air-bubbled device protector (provided in the courier package) around my hard disk. No heating issues at all, even after continuous usage of over more than few hours. However, I expect Amazon to provide the case with the device itself.<br />3. It connects within seconds. You connect the device to USB port, go to 'My Computer' and hard disk will be listed in there. This fast!<br />4. Delivery was good.<br />5. 3 years warranty post-registering on Seagate's website.<br />6. I had planned to buy WD MyPassport Ultra since few months but its price was quite high for my need. Switched to this and it works best for me."
"6","XX","","5","135","161","on 30 June 2014","ANONYMOUS","AWESOME PRODUCT IN BUDGET","COOL STUFF REALLY NICE TO SEE THE MATERIAL IS GOOD NOT CHEAP , SMARTPHONE SIZED DEVICE CARRY IT ANYWHERE , SPEED OF COPYING IS TOO GOOD , PRICE FROM MARKET IS UNBELIEVABLE RS 4,800<br /><br />ADVICE -<br />DON,T THINK TWICE JUST BUT IT"
"7","XX","","5","1","1","on 23 August 2015","ANONYMOUS","HAPPY WITH THE PRODUCT... AWESOME","i bought this external disk as my first purchase, and i am very happy with the product and the way it was delivered to me.. it was nicely packed with 3 layers of packing around the original box.. and its working well and the speed and transfer rate is also good.. i am impressed with amazon.. The product really handy, its fast, Its awesome, Amazon's delivery services are impressive..The finish of the drive is superb and very compact, seagate is one of the best manufacturers of external hard drives..slim n small... so compact, no sound at all. worth every penny spent.The backup speed is fast enough. As for the packaging and delivery, it was securely packed in bubble wrap and delivery was on time. Happy with the experience."
"8","XX","","5","56","67","on 21 June 2014","ANONYMOUS","A Must Buy Product","After using this product for about a month now I came across the following traits of the product:<br /><br />- Its really handy<br />- its fast<br />- Its awesome<br />- Amazon's delivery services are reliable as usual<br />- the color of the product is very nice - shiny and beautiful<br />- Its smaller than my mobile Nokia Lumia 625<br /><br />A must buy product guys :) go for it :)"
"9","XX","","5","1","1","on 15 October 2015","ANONYMOUS","Best harddisk I also get the warranty very easily for ...","Best harddisk<br />I also get the warranty very easily for 3 years<br />The best 2TB portable hard disk. The colour looks so good as compared to the black one (looks like brushed silver, see pics). Don't have the blue/red one, will update the review when I receive it. The size of the drive is small and thin as compared to others available in the market. Available space is 1.81TB. I have been using it since past few months and haven't found anything bad with it or something worth complaining about. Registering the product online on seagate website is easy and quick."
